trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_resp.started,fixation.stopped,tilt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,20.96834499994293,21.963608999969438,21.980247400002554,2,down,1,12.790839200024493,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
1,0,1,0,34.78019520000089,35.78041240002494,35.78041240002494,0,up,1,1.7002257999265566,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
2,0,2,0,37.4968548999168,38.497010899940506,38.497010899940506,0,up,1,0.8333282000385225,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
3,0,3,0,39.34669229993597,40.346922699944116,40.346922699944116,0,up,0,0.5193521999754012,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
4,0,4,0,40.896796399960294,41.8970550999511,41.8970550999511,-3,up,0,0.3978307000361383,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
5,0,5,0,42.31348489993252,43.313915199949406,43.313915199949406,0,up,1,0.6449068000074476,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
6,0,6,0,43.980107599985786,44.980369099997915,44.980369099997915,-2,down,1,0.8974806000478566,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
7,0,7,0,45.897000600001775,46.89708319993224,46.89708319993224,-5,up,0,0.8325951000442728,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
8,0,8,0,47.746835400001146,48.74666679999791,48.74666679999791,-1,up,0,0.7613965999335051,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
9,0,9,0,49.53025069995783,50.53044040000532,50.53044040000532,2,down,1,0.8577690999954939,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
10,0,10,0,51.413481099996716,52.4136598999612,52.4136598999612,1,up,0,0.9741802000207826,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
11,0,11,0,53.41352860000916,54.41384399996605,54.41384399996605,0,up,1,0.7462905999273062,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
12,0,12,0,55.180259999935515,56.180458599934354,56.180458599934354,0,up,1,0.6666889999760315,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
13,0,13,0,56.863486999995075,57.86372429993935,57.86372429993935,0,up,1,0.559668599977158,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
14,0,14,0,58.446732399985194,59.44696380000096,59.44696380000096,0,up,1,0.5795933000044897,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
15,0,15,0,60.04689280001912,61.04689589992631,61.04689589992631,0,up,1,0.5738856999669224,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
16,0,16,0,61.64680109999608,62.64690029993653,62.64690029993653,0,up,1,0.3791436000028625,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
17,0,17,0,63.04681079997681,64.04707420000341,64.04707420000341,-2,up,0,0.38160270010121167,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
18,0,18,0,64.4463918999536,65.44692909996957,65.44692909996957,0,up,1,0.47527729999274015,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
19,0,19,0,65.94668799999636,66.94699510000646,66.94699510000646,0,up,1,0.5667581000598148,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
20,0,20,0,67.5301472999854,68.53045219997875,68.53045219997875,0,up,0,0.48722360003739595,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
21,0,21,0,69.046656099963,70.047097499948,70.047097499948,0,up,1,0.390322900027968,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
22,0,22,0,70.46367289999034,71.46366260002833,71.46366260002833,-4,up,0,0.34530439996160567,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
23,0,23,0,71.83026920002885,72.83045459992718,72.83045459992718,0,up,1,0.6633048000512645,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
24,0,24,0,73.51357369998004,74.51375079993159,74.51375079993159,0,up,1,0.527446800027974,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
25,0,25,0,75.06326059997082,76.06361479999032,76.06361479999032,3,up,0,0.3931419000728056,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
26,0,26,0,76.47973469994031,77.48031909996644,77.48031909996644,-3,down,1,0.7171542999567464,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
27,0,27,0,78.21341820002999,79.21366120001767,79.21366120001767,0,down,0,0.7919165999628603,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
28,0,28,0,80.03010079998057,81.03025940002408,81.03025940002408,0,down,0,2.629943900043145,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
29,0,29,0,83.68027180002537,84.68056539993268,84.68056539993268,0,down,0,0.7347872999962419,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
30,0,30,0,85.44702570000663,86.44689609995112,86.44689609995112,-1,down,1,0.45529189996887,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
31,0,31,0,86.93017459998373,87.93016220000573,87.93016220000573,0,down,0,0.5800556999165565,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
32,0,32,0,88.52974519995041,89.53043479996268,89.53043479996268,0,up,1,0.661957300035283,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
33,0,33,0,90.21344209997915,91.21362329996191,91.21362329996191,-4,down,1,0.6121091999812052,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
34,0,34,0,91.84698269993532,92.84690999996383,92.84690999996383,2,down,1,0.6394087000517175,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
35,0,35,0,93.51331269997172,94.51376020000316,94.51376020000316,2,down,1,0.8643808000488207,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
36,0,36,0,95.39683059998788,96.3969766999362,96.3969766999362,0,up,1,0.8497491999296471,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
37,0,37,0,97.26331840001512,98.26355249993503,98.26355249993503,1,up,0,0.7425626999465749,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
38,0,38,0,99.03009050001856,100.03034229995683,100.03034229995683,0,up,0,0.8502724999561906,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
39,0,39,0,100.89674460003152,101.89727419998962,101.89727419998962,3,down,1,0.6723643000004813,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
40,0,40,0,102.59676989994477,103.59721219993662,103.59721219993662,0,up,1,0.8856095999944955,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
41,0,41,0,104.51321609993465,105.5137085999595,105.5137085999595,0,up,1,0.6983734999084845,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
42,0,42,0,106.23007940000389,107.23031030001584,107.23031030001584,0,up,1,0.39925170002970845,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
43,0,43,0,107.6466936999932,108.62988989998121,108.64643349999096,-2,up,0,0.06743199995253235,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
44,0,44,0,108.71337180002593,109.7134385999525,109.7134385999525,0,up,0,0.21708979993127286,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
45,0,45,0,109.94679840002209,110.94707350002136,110.94707350002136,-5,down,1,0.05521200003568083,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
46,0,46,0,111.03034249995835,112.03035249991808,112.03035249991808,4,down,1,0.1002576999599114,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
47,0,47,0,112.14677889994346,113.14695929992013,113.14695929992013,0,up,1,0.018258799915201962,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
48,0,48,0,113.19682730000932,114.19703629997093,114.19703629997093,4,up,0,0.2291550999507308,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
49,0,49,0,114.44698349991813,115.44703699997626,115.44703699997626,0,up,1,0.33234470000024885,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
50,0,50,0,115.79674979997799,116.79700219992083,116.79700219992083,0,up,1,0.196924899937585,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
51,0,51,0,117.01336709992029,118.01369459996931,118.01369459996931,-4,down,1,0.2422939999960363,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
52,0,52,0,118.28013829991687,119.28019720001612,119.28019720001612,-2,up,0,0.13812479993794113,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
53,0,53,0,119.44681959995069,120.44700829999056,120.44700829999056,0,up,1,0.02674160001333803,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
54,0,54,0,120.49692980002146,121.49698019993957,121.49698019993957,0,up,1,0.4999392000027001,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
55,0,55,0,122.01331730000675,123.01371339999605,123.01371339999605,1,up,0,0.11138150002807379,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
56,0,56,0,123.14669179997873,124.1470713999588,124.1470713999588,0,up,1,0.04782590002287179,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
57,0,57,0,124.21337669994682,125.21343340002932,125.21343340002932,3,up,0,0.7184019000269473,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
58,0,58,0,125.96343100001104,126.96372050000355,126.96372050000355,0,up,0,0.19259809993673116,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
59,0,59,0,127.1800712000113,128.18040019995533,128.18040019995533,0,up,1,0.18777449999470264,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
60,0,60,0,128.4003869999433,129.39707559999079,129.41339200001676,0,up,1,0.004058800055645406,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
61,0,61,0,129.43008329998702,130.4133466000203,130.4305580999935,-5,up,0,0.27554210007656366,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
62,0,62,0,130.71330419997685,131.71347129996866,131.71347129996866,0,up,1,0.13957789994310588,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
63,0,63,0,131.88021219999064,132.88050969992764,132.88050969992764,0,up,1,0.40690930001437664,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
64,0,64,0,133.31335359998047,134.31345409993082,134.31345409993082,0,down,0,0.2851772999856621,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
65,0,65,0,134.6301228000084,135.63039379997645,135.63039379997645,3,up,0,0.32799440005328506,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
66,0,66,0,135.98010619997513,136.98033319995739,136.98033319995739,-5,up,0,0.2699981000041589,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
67,0,67,0,137.2803146999795,138.28032549994532,138.28032549994532,0,up,1,0.3423583999974653,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
68,0,68,0,138.64677839993965,139.6468157999916,139.6468157999916,0,up,1,0.34561759990174323,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
69,0,69,0,140.0134146999335,141.01333029998932,141.01333029998932,4,up,0,0.3275194000452757,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
70,0,70,0,141.3632571999915,142.36354629998095,142.36354629998095,3,down,1,0.5619686999125406,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
71,0,71,0,142.94695339992177,143.94691779999994,143.94691779999994,0,up,0,0.6910429000854492,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
72,0,72,0,144.66331239999272,145.66358819999732,145.66358819999732,3,down,1,0.7413980000419542,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
73,0,73,0,146.43026189994998,147.43038349994458,147.43038349994458,1,up,0,0.5633367999689654,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
74,0,74,0,148.01317139994353,149.0137504999293,149.0137504999293,-2,down,1,0.48332050000317395,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
75,0,75,0,149.51327260001563,150.51357970002573,150.51357970002573,0,up,1,0.2930739000439644,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
76,0,76,0,150.83014570001978,151.83011709991843,151.83011709991843,0,up,1,0.4185808999463916,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
77,0,77,0,152.28003309993073,153.28042760002427,153.28042760002427,0,up,1,0.2970711999805644,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
78,0,78,0,153.59681499993894,154.59703199996147,154.59703199996147,4,up,0,0.3981292999815196,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
79,0,79,0,155.01346599997487,156.01352549996227,156.01352549996227,0,up,1,0.6308427000185475,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
80,0,80,0,156.66335159994196,157.6638482999988,157.6638482999988,0,up,0,0.6785617000423372,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
81,0,81,0,158.36338130000513,159.36353360000066,159.36353360000066,0,up,1,0.3162691000616178,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
82,0,82,0,159.69678789994214,160.69696869992185,160.69696869992185,0,up,1,0.37568820000160486,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
83,0,83,0,161.0967602999881,162.09689489996526,162.09689489996526,0,up,1,0.44084990001283586,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
84,0,84,0,162.56325549993198,163.56355009996332,163.56355009996332,0,up,1,0.2499509999761358,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
85,0,85,0,163.8299630000256,164.83008320000954,164.83008320000954,-2,up,0,0.2846919000148773,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
86,0,86,0,165.14681830001064,166.14700839994475,166.14700839994475,-1,up,0,0.48048150003887713,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
87,0,87,0,166.64673989999574,167.6470356999198,167.6470356999198,0,up,1,0.3503654000815004,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
88,0,88,0,168.0299731999403,169.03048109996598,169.03048109996598,0,up,1,0.036326800007373095,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
89,0,89,0,169.09693609992974,170.09718479996081,170.09718479996081,0,up,1,0.5503594999900088,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
90,0,90,0,170.68008299998473,171.6802752999356,171.6802752999356,2,up,0,0.4321973000187427,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
91,0,91,0,172.1300049999263,173.13049989996944,173.13049989996944,0,up,1,0.00469069997780025,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
92,0,92,0,173.1635012999177,174.16356379992794,174.16356379992794,1,up,0,0.22072379989549518,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
93,0,93,0,174.41330639994703,175.41351879993454,175.41351879993454,0,up,1,1.0322838999563828,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
94,0,94,0,176.4637619999703,177.46398979995865,177.46398979995865,-3,up,0,0.18479850003495812,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
95,0,95,0,177.68026769999415,178.68047719995957,178.68047719995957,-5,up,0,0.43309169996064156,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
96,0,96,0,179.1299941999605,180.1303783999756,180.1303783999756,0,up,1,1.4578237000387162,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
97,0,97,0,181.6132919000229,182.6140030999668,182.6140030999668,3,down,1,0.026048299972899258,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
98,0,98,0,182.66316499991808,183.6634285999462,183.6634285999462,0,up,1,0.08752329996787012,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
99,0,99,0,183.77996860002168,184.7802396999905,184.7802396999905,-5,up,0,0.03570789995137602,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
